state,pc_name,,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,,,a
Rajasthan,Jaipur,Jaipur,DR. MAHESH JOSHI,M,59,GEN,INC,Hand,323031,982,324013,1957820,,,
Rajasthan,Jaipur,Jaipur,RAMCHARAN BOHARA,M,56,GEN,BJP,Lotus,859973,3385,863358,1957820,,,
Rajasthan,Jaipur,Jaipur,ANIL KUMAR SHARMA,M,30,GEN,JGP,Whistle,4568,31,4599,1957820,,,
Rajasthan,Jaipur,Jaipur,ABDUL AZIZ BHARTIYA,M,55,GEN,RUC,Kettle,1102,1,1103,1957820,,,
Rajasthan,Jaipur,Jaipur,IFTEKAR QURISHI,M,42,GEN,AIFB,Lion,621,0,621,1957820,,,
Rajasthan,Jaipur,Jaipur,KAILASH CHAND SAINI,M,55,GEN,HJP,Cup & Saucer,565,1,566,1957820,,,
Rajasthan,Jaipur,Jaipur,DR. TANMAY,M,32,GEN,IPGP,Kite,891,2,893,1957820,,,
Rajasthan,Jaipur,Jaipur,NEERU AGARWAL,F,33,GEN,nuzp,Telephone,1561,5,1566,1957820,,,
Rajasthan,Jaipur,Jaipur,RAJU LAL BAIRWA,M,46,SC,APoI,Coat,1891,8,1899,1957820,,,
Rajasthan,Jaipur,Jaipur,DR. VIRENDRA SINGH,M,59,GEN,AAAP,Broom,54839,279,55118,1957820,,,
Rajasthan,Jaipur,Jaipur,PAWAN SINGH SHEKHAWAT,M,40,GEN,IND,CHESS BOARD,1984,3,1987,1957820,,,
Rajasthan,Jaipur,Jaipur,MUNNA DASS DABODIA,M,64,SC,IND,Television,4852,4,4856,1957820,,,
Rajasthan,Jaipur,Jaipur,RAM SINGH RAJ,M,60,GEN,IND,Iron,2072,0,2072,1957820,,,
Rajasthan,Jaipur,Jaipur,HAFIZ KHAN WARSI,M,48,GEN,IND,Almirah,5020,0,5020,1957820,,,
Rajasthan,Jaipur,Jaipur,None of the Above,,0,,NOTA,NOTA,8327,18,8345,1957820,,,
Rajasthan,Alwar,Alwar,AZAD HUSAIN,M,50,GEN,BSP,Elephant,19473,10,19483,1626442,,,
Rajasthan,Alwar,Alwar,CHAND NATH,M,58,GEN,BJP,Lotus,640481,1797,642278,1626442,,,
Rajasthan,Alwar,Alwar,BHANWAR JITENDRA SINGH,M,42,GEN,INC,Hand,357609,774,358383,1626442,,,
Rajasthan,Alwar,Alwar,ARUN KUMAR ROOPAK,M,29,SC,NADP,Stethoscope,3412,0,3412,1626442,,,
Rajasthan,Alwar,Alwar,KHOOBRAJ NEERAJ,M,48,SC,BMUP,Cot,702,0,702,1626442,,,
Rajasthan,Alwar,Alwar,KHAIM CHAND,M,62,GEN,BYS,Candles,1187,0,1187,1626442,,,
Rajasthan,Alwar,Alwar,DR. DASHRATH KUMAR HINUNIA,M,39,SC,APoI,Coat,3611,1,3612,1626442,,,
Rajasthan,Alwar,Alwar,CHAUDHARY NASRUDEEN TANWAR,M,82,GEN,SP(I),Television,662,0,662,1626442,,,
Rajasthan,Alwar,Alwar,NISHAR AHMED,M,51,GEN,JMBP,Battery Torch,441,0,441,1626442,,,
Rajasthan,Alwar,Alwar,MANGURAM SAIN,M,54,GEN,ABCD(A),Kite,565,1,566,1626442,,,
Rajasthan,Alwar,Alwar,MURSHID AHMED,M,45,GEN,AITC,Flowers and Grass,2160,0,2160,1626442,,,
Rajasthan,Alwar,Alwar,VIRJANAND,M,62,GEN,SP,Bicycle,1843,2,1845,1626442,,,
Rajasthan,Alwar,Alwar,DR VIRENDRA VIDROHI,M,50,GEN,AAAP,Broom,8480,37,8517,1626442,,,
Rajasthan,Alwar,Alwar,SURESH SHARMA,M,39,GEN,JGP,Whistle,2100,4,2104,1626442,,,
Rajasthan,Alwar,Alwar,KISHAN LAL,M,66,SC,IND,Cup & Saucer,2572,0,2572,1626442,,,
Rajasthan,Alwar,Alwar,JAGDISH PRASAD BAIRWA,M,33,SC,IND,Sewing Machine,3390,0,3390,1626442,,,
Rajasthan,Alwar,Alwar,RAMESH PANVAL,M,46,GEN,IND,Bottle,1227,0,1227,1626442,,,
Rajasthan,Alwar,Alwar,HARIPRASAD,M,41,SC,IND,BUCKET,3579,1,3580,1626442,,,
Rajasthan,Alwar,Alwar,HARI SINGH SHARMA,M,41,GEN,IND,Basket containing Fruits,3672,0,3672,1626442,,,
Rajasthan,Alwar,Alwar,None of the Above,,0,,NOTA,NOTA,2503,9,2512,1626442,,,
Rajasthan,BHARATPUR,BHARATPUR,BAHADUR SINGH KOLI,M,56,SC,BJP,Lotus,577863,1962,579825,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,MAHENDAR KUMAR JATAV,M,46,SC,BSP,Elephant,22065,25,22090,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,DR.SURESH JATAV,M,57,SC,INC,Hand,333619,738,334357,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,AMAR CHAND POHIYA,M,34,SC,RJVP,Gas Cylinder,3969,0,3969,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,GOPAL PAHARIA,M,56,SC,AAAP,Broom,6990,23,7013,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,LAKHAN SINGH,M,46,SC,IPGP,Kite,959,1,960,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,VIMLA UMAR,F,34,SC,AITC,Flowers and Grass,1791,1,1792,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,GHISU LAL,M,48,SC,IND,Battery Torch,609,2,611,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,PREM CHAND DHAMANI,M,59,SC,IND,Television,835,0,835,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,MADHURI PUSHKAR,F,59,SC,IND,Sewing Machine,1186,1,1187,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,MAMRAJ,M,48,SC,IND,BUCKET,1787,0,1787,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,SHEETAL JATAV,F,25,SC,IND,Cup & Saucer,2071,0,2071,1690705,,,
Rajasthan,BHARATPUR,BHARATPUR,None of the Above,,0,,NOTA,NOTA,5928,7,5935,1690705,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,G.R.BARUA,M,65,SC,BSP,Elephant,25147,3,25150,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,MANOJ RAJORIYA,M,43,SC,BJP,Lotus,401921,486,402407,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,LAKKHIRAM,M,44,SC,INC,Hand,374828,363,375191,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,KAMAL SINGH,M,31,SC,AITC,Flowers and Grass,7286,0,7286,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,GHANSHYAM,M,44,SC,AAAP,Broom,3726,0,3726,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,DHANRAJ BAIRWA,M,27,SC,SP(I),Battery Torch,745,0,745,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,PHOOLSINGH,M,39,SC,JGP,Whistle,951,0,951,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,RAMESH,M,35,SC,BYS,Candles,1629,0,1629,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,RAM SINGH,M,49,SC,NPEP,Book,9448,10,9458,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,SHRELAL KHARE,M,55,SC,JMBP,Ring,922,0,922,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,ASHOK KUMAR,M,29,SC,IND,Batsman,1383,2,1385,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,KANCHAN BAI,F,54,SC,IND,Brief Case,3014,0,3014,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,KISHOR KUMAR,M,63,SC,IND,Ceiling Fan,3376,0,3376,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,LAXMIKANT,M,25,SC,IND,Balloon,4767,0,4767,1549468,,,
Rajasthan,KARAULI-DHOLPUR,KARAULI-DHOLPUR,None of the Above,,0,,NOTA,NOTA,5934,0,5934,1549468,,,
Rajasthan,Dausa,Dausa,CHANDU LAL MEENA (GEROTA),M,47,ST,BSP,Elephant,15299,4,15303,1524100,,,
Rajasthan,Dausa,Dausa,NAMONARAIN MEENA,M,70,ST,INC,Hand,181009,263,181272,1524100,,,
Rajasthan,Dausa,Dausa,HARISH CHANDRA MEENA ,M,59,ST,BJP,Lotus,314334,725,315059,1524100,,,
Rajasthan,Dausa,Dausa,DR. KIRODI LAL,M,62,ST,NPEP,Book,269032,623,269655,1524100,,,
Rajasthan,Dausa,Dausa,KHEMRAJ MEENA,M,26,ST,BYS,Candles,4297,0,4297,1524100,,,
Rajasthan,Dausa,Dausa,DHARMI GHUNAWAT,M,36,ST,IPGP,Kite,1635,0,1635,1524100,,,
Rajasthan,Dausa,Dausa,RUKMANI MEENA JHAKHIWAL,F,67,ST,SP(I),Battery Torch,917,0,917,1524100,,,
Rajasthan,Dausa,Dausa,DR. SANJEET KUMAR DHANKA,M,40,ST,AAAP,Broom,3196,6,3202,1524100,,,
Rajasthan,Dausa,Dausa,SURAJ BHAN DHANKA,M,60,ST,SP,Bicycle,2357,0,2357,1524100,,,
Rajasthan,Dausa,Dausa,ANJALI BHADANA,F,31,ST,IND,Auto- Rickshaw,3070,2,3072,1524100,,,
Rajasthan,Dausa,Dausa,ANJU DEVI DHANKA,F,33,ST,IND,Sewing Machine,16883,52,16935,1524100,,,
Rajasthan,Dausa,Dausa,DR. NASEEM GURJAR,F,61,ST,IND,Electric Pole,5792,0,5792,1524100,,,
Rajasthan,Dausa,Dausa,BIMLA DEVI MEENA,F,57,ST,IND,Almirah,20036,1,20037,1524100,,,
Rajasthan,Dausa,Dausa,SHIV PAL GURJAR,M,42,ST,IND,Ceiling Fan,82493,56,82549,1524100,,,
Rajasthan,Dausa,Dausa,None of the Above,,0,,NOTA,NOTA,8406,4,8410,1524100,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,MOHAMMED AZHARUDDIN,M,51,GEN,INC,Hand,412836,195,413031,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,SUKHBIR SINGH JAUNAPURIA ,M,56,GEN,BJP,Lotus,548146,391,548537,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,SURESH,M,52,ST,BSP,Elephant,10394,1,10395,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,JAGMOHAN MEENA,M,57,ST,NPEP,Book,14574,30,14604,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,DINESH,M,34,ST,AITC,Flowers and Grass,2151,0,2151,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,DINESH SAINI,M,27,GEN,JMBP,Air Conditioner,2210,0,2210,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,BAJARANG LAL,M,52,GEN,RAHM,FLUTE,699,0,699,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,BHAR SINGH,M,40,ST,SP(I),Battery Torch,703,0,703,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,MUKESH,M,41,GEN,AAAP,Broom,2665,3,2668,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,RAMESH CHAND,M,61,GEN,LD,Cot,752,0,752,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,RAM HANS,M,59,ST,NADP,Stethoscope,869,0,869,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,VARIS ALI,M,41,GEN,AAP,Almirah,2363,0,2363,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,KAMAL KUMAR DHOBI,M,50,SC,IND,Candles,1726,0,1726,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,KORI LAL,M,80,GEN,IND,Sewing Machine,1925,0,1925,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,GOVIND PRASAD,M,42,GEN,IND,Kite,3127,0,3127,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,CHANDAN LAL MEENA,M,57,ST,IND,Auto- Rickshaw,6523,0,6523,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,BABULAL JANGID,M,29,GEN,IND,Balloon,7204,0,7204,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,MAKKHAN,M,44,ST,IND,Ceiling Fan,10518,5,10523,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,RAM PARKASH,M,50,SC,IND,Basket containing Fruits,6186,0,6186,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,SAMPATTI BAI ALIAS SUNITA VERMA,F,28,SC,IND,Batsman,1616,0,1616,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,SIYA RAM,M,44,GEN,IND,Whistle,1105,0,1105,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,HARI RAM,M,29,GEN,IND,Bat,1048,0,1048,1710775,,,
Rajasthan,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,None of the Above,,0,,NOTA,NOTA,3673,0,3673,1710775,,,
Rajasthan,Ajmer,Ajmer,JAGDISH,M,49,SC,BSP,Elephant,7965,9,7974,1683261,,,
Rajasthan,Ajmer,Ajmer,SACHIN PILOT,M,36,GEN,INC,Hand,465072,819,465891,1683261,,,
Rajasthan,Ajmer,Ajmer,SANWAR LAL JAT ,M,59,GEN,BJP,Lotus,635990,1884,637874,1683261,,,
Rajasthan,Ajmer,Ajmer,SANWAR LAL,M,30,GEN,NCP,Clock,12132,17,12149,1683261,,,
Rajasthan,Ajmer,Ajmer,MUKUL MISHRA,M,47,GEN,ABHM,Coconut,1869,0,1869,1683261,,,
Rajasthan,Ajmer,Ajmer,RAMLAL,M,50,SC,AKBAP,Balloon,1038,2,1040,1683261,,,
Rajasthan,Ajmer,Ajmer,ANITA JAIN,F,46,GEN,IND,Gas Stove,910,0,910,1683261,,,
Rajasthan,Ajmer,Ajmer,KRISHNA KUMAR DADHICH,M,27,GEN,IND,Batsman,1014,1,1015,1683261,,,
Rajasthan,Ajmer,Ajmer,JAGDISH SINGH RAWAT,M,54,GEN,IND,Bat,1374,0,1374,1683261,,,
Rajasthan,Ajmer,Ajmer,NARAIN DAS SINDHI,M,65,GEN,IND,Camera,3517,1,3518,1683261,,,
Rajasthan,Ajmer,Ajmer,BHANWAR LAL SONI,M,57,GEN,IND,Ceiling Fan,4970,0,4970,1683261,,,
Rajasthan,Ajmer,Ajmer,SURENDRA KUMAR JAIN,M,46,GEN,IND,Letter Box,5184,0,5184,1683261,,,
Rajasthan,Ajmer,Ajmer,None of the Above,,0,,NOTA,NOTA,12534,12,12546,1683261,,,
Rajasthan,Nagaur,Nagaur,ABDUL AZIZ,M,63,GEN,BSP,Elephant,11235,4,11239,1678660,,,
Rajasthan,Nagaur,Nagaur,C R CHOUDHARY,M,66,GEN,BJP,Lotus,412745,2046,414791,1678660,,,
Rajasthan,Nagaur,Nagaur,DR JYOTI MIRDHA,F,41,GEN,INC,Hand,338748,825,339573,1678660,,,
Rajasthan,Nagaur,Nagaur,AYUB KHAN,M,40,GEN,SP,Bicycle,7298,2,7300,1678660,,,
Rajasthan,Nagaur,Nagaur,NEMICHAND,M,27,GEN,AVIRP,Kettle,4368,4,4372,1678660,,,
Rajasthan,Nagaur,Nagaur,BHANWAR SINGH RATHORE,M,58,GEN,AITC,Flowers and Grass,5767,9,5776,1678660,,,
Rajasthan,Nagaur,Nagaur,HANUMANRAM,M,59,GEN,AAAP,Broom,3959,17,3976,1678660,,,
Rajasthan,Nagaur,Nagaur,HARIRAM MEHRADA,M,27,SC,BA S D,Glass Tumbler,11347,5,11352,1678660,,,
Rajasthan,Nagaur,Nagaur,CHHOTURAM,M,34,SC,IND,Air Conditioner,15226,8,15234,1678660,,,
Rajasthan,Nagaur,Nagaur,MULARAM,M,59,GEN,IND,Auto- Rickshaw,4332,0,4332,1678660,,,
Rajasthan,Nagaur,Nagaur,SUNIL,M,31,GEN,IND,Batsman,5250,1,5251,1678660,,,
Rajasthan,Nagaur,Nagaur,HANUMAN BENIWAL,M,42,GEN,IND,Almirah,159519,461,159980,1678660,,,
Rajasthan,Nagaur,Nagaur,HARIRAM,M,74,GEN,IND,Cot,8658,0,8658,1678660,,,
Rajasthan,Nagaur,Nagaur,None of the Above,,0,,NOTA,NOTA,12176,9,12185,1678660,,,
Rajasthan,Pali,Pali,P P CHAUDHARY,M,60,GEN,BJP,Lotus,708015,3757,711772,1902094,,,
Rajasthan,Pali,Pali,BHOJRAJ,M,47,SC,BSP,Elephant,16408,61,16469,1902094,,,
Rajasthan,Pali,Pali,MUNNI DEVI GODARA,F,40,GEN,INC,Hand,311506,1227,312733,1902094,,,
Rajasthan,Pali,Pali,JAGDISH,M,46,SC,BMUP,Cot,7180,6,7186,1902094,,,
Rajasthan,Pali,Pali,DEV KISHAN DEHIYA,M,27,SC,MEDP,FLUTE,1257,7,1264,1902094,,,
Rajasthan,Pali,Pali,MAHESH BHANDARI,M,53,GEN,AAAP,Broom,4976,55,5031,1902094,,,
Rajasthan,Pali,Pali,SHOBHARAM MALI,M,35,GEN,JMBP,Glass Tumbler,2822,3,2825,1902094,,,
Rajasthan,Pali,Pali,UDARAM,M,38,SC,IND,Auto- Rickshaw,2047,11,2058,1902094,,,
Rajasthan,Pali,Pali,OM PRAKASH MALI,M,32,GEN,IND,Basket containing Fruits,3302,4,3306,1902094,,,
Rajasthan,Pali,Pali,KANHAIYALAL PAREEK,M,48,GEN,IND,Television,1884,6,1890,1902094,,,
Rajasthan,Pali,Pali,DINESH MEV,M,26,SC,IND,Almirah,2355,3,2358,1902094,,,
Rajasthan,Pali,Pali,DR. RAMLAL MOHBARSHA,M,61,SC,IND,Telephone,5784,10,5794,1902094,,,
Rajasthan,Pali,Pali,SHER SINGH SAFA,M,50,GEN,IND,Air Conditioner,5175,23,5198,1902094,,,
Rajasthan,Pali,Pali,None of the Above,,0,,NOTA,NOTA,17685,18,17703,1902094,,,
Rajasthan,Jodhpur,Jodhpur,GAJENDRASINGH SHEKHAWAT ,M,48,GEN,BJP,Lotus,708060,5455,713515,1727791,,,
Rajasthan,Jodhpur,Jodhpur,GOPARAM MEGHWAL,M,44,SC,BSP,Elephant,13434,77,13511,1727791,,,
Rajasthan,Jodhpur,Jodhpur,CHANDRESH KUMARI,F,69,GEN,INC,Hand,302031,1433,303464,1727791,,,
Rajasthan,Jodhpur,Jodhpur,DHANRAJ GEHLOT,M,31,GEN,JMBP,Ice Cream,7099,5,7104,1727791,,,
Rajasthan,Jodhpur,Jodhpur,RAVI GARG,M,44,GEN,BNNP,Coconut,1205,1,1206,1727791,,,
Rajasthan,Jodhpur,Jodhpur,VIGYAN MODI,M,65,GEN,AAAP,Broom,8461,91,8552,1727791,,,
Rajasthan,Jodhpur,Jodhpur,JAYDA,F,54,GEN,IND,Hat,715,3,718,1727791,,,
Rajasthan,Jodhpur,Jodhpur,JETHARAM MEGHWAL,M,53,SC,IND,HOCKEY & BALL,818,13,831,1727791,,,
Rajasthan,Jodhpur,Jodhpur,DUNGAR MAL PUNIYA,M,69,GEN,IND,Bat,1034,7,1041,1727791,,,
Rajasthan,Jodhpur,Jodhpur,MEHMOODA BEGAM ABBASI,F,57,GEN,IND,Frock,2627,4,2631,1727791,,,
Rajasthan,Jodhpur,Jodhpur,RAM DAYAL,M,32,GEN,IND,Telephone,2321,0,2321,1727791,,,
Rajasthan,Jodhpur,Jodhpur,RUGHA RAM CHOUDHARY ADVOCATE,M,48,GEN,IND,Batsman,4852,3,4855,1727791,,,
Rajasthan,Jodhpur,Jodhpur,SOHAN LAL GOYAL,M,61,SC,IND,Television,3763,1,3764,1727791,,,
Rajasthan,Jodhpur,Jodhpur,None of the Above,,0,,NOTA,NOTA,15063,22,15085,1727791,,,
Rajasthan,Barmer,Barmer,MALAM SINGH ,M,37,GEN,BSP,Elephant,12878,5,12883,1680152,,,
Rajasthan,Barmer,Barmer,COL. SONA RAM,M,73,GEN,BJP,Lotus,487437,1310,488747,1680152,,,
Rajasthan,Barmer,Barmer,HARISH CHAUDHARY,M,43,GEN,INC,Hand,220364,517,220881,1680152,,,
Rajasthan,Barmer,Barmer,MANGILAL GAUR,M,64,GEN,AAAP,Broom,14898,8,14906,1680152,,,
Rajasthan,Barmer,Barmer,MAHANT ARJUNPURI,M,50,GEN,IND,Bat,6379,1,6380,1680152,,,
Rajasthan,Barmer,Barmer,KHET SINGH RAJPUROHIT,M,43,GEN,IND,Glass Tumbler,12365,1,12366,1680152,,,
Rajasthan,Barmer,Barmer,JASWANT SINGH,M,77,GEN,IND,Battery Torch,400039,1247,401286,1680152,,,
Rajasthan,Barmer,Barmer,POPATRAM,M,44,SC,IND,Auto- Rickshaw,7552,5,7557,1680152,,,
Rajasthan,Barmer,Barmer,BABULAL,M,44,SC,IND,Sewing Machine,6726,11,6737,1680152,,,
Rajasthan,Barmer,Barmer,MASTER BHAIRARAM MEGHWAL,M,31,SC,IND,Candles,13920,4,13924,1680152,,,
Rajasthan,Barmer,Barmer,RAMA RAM,M,31,GEN,IND,Coconut,17562,1,17563,1680152,,,
Rajasthan,Barmer,Barmer,None of the Above,,0,,NOTA,NOTA,15884,5,15889,1680152,,,
Rajasthan,Jalore,Jalore,ANJANA UDAI LAL,M,64,GEN,INC,Hand,199343,20,199363,1824968,,,
Rajasthan,Jalore,Jalore,OTARAM,M,59,SC,BSP,Elephant,29998,0,29998,1824968,,,
Rajasthan,Jalore,Jalore,DEVJI PATEL ,M,37,GEN,BJP,Lotus,580304,204,580508,1824968,,,
Rajasthan,Jalore,Jalore,CHHAGANARAM / PRHALAD,M,57,SC,HJP,Cup & Saucer,15811,0,15811,1824968,,,
Rajasthan,Jalore,Jalore,CHHAGANARAM / BHALARAM,M,51,SC,BMUP,Cot,3960,0,3960,1824968,,,
Rajasthan,Jalore,Jalore,RAN SINGH RAJPUROHIT,M,42,GEN,JGP,Whistle,2731,0,2731,1824968,,,
Rajasthan,Jalore,Jalore,SUKH DEV,M,50,SC,AAP,Almirah,2017,0,2017,1824968,,,
Rajasthan,Jalore,Jalore,TARUN KUMAR,M,33,GEN,IND,Coconut,2596,0,2596,1824968,,,
Rajasthan,Jalore,Jalore,NARINGA RAM YADAV,M,64,SC,IND,BUCKET,3199,1,3200,1824968,,,
Rajasthan,Jalore,Jalore,NARAYAN LAL,M,28,GEN,IND,Air Conditioner,9875,0,9875,1824968,,,
Rajasthan,Jalore,Jalore,S. BUTA SINGH,M,80,SC,IND,Bat,175228,116,175344,1824968,,,
Rajasthan,Jalore,Jalore,BHANWAR LAL WAGHELA,M,33,SC,IND,Diesel Pump,4817,0,4817,1824968,,,
Rajasthan,Jalore,Jalore,MANARA RAM,M,54,SC,IND,Kite,6146,0,6146,1824968,,,
Rajasthan,Jalore,Jalore,MAHENDRA K. CHOUDHARY,M,41,GEN,IND,Television,13008,0,13008,1824968,,,
Rajasthan,Jalore,Jalore,MOOLA RAM,M,71,GEN,IND,HOCKEY & BALL,10316,0,10316,1824968,,,
Rajasthan,Jalore,Jalore,SHANKAR LAL DARJI,M,41,GEN,IND,Sewing Machine,16399,0,16399,1824968,,,
Rajasthan,Jalore,Jalore,None of the Above,,0,,NOTA,NOTA,11180,3,11183,1824968,,,
Rajasthan,Udaipur,Udaipur,ARJUNLAL MEENA ,M,49,ST,BJP,Lotus,657260,3113,660373,1817940,,,
Rajasthan,Udaipur,Udaipur,MEGHRAJ TAWAR,M,75,ST,CPI,Ears of Corn And Sickle,33720,23,33743,1817940,,,
Rajasthan,Udaipur,Udaipur,RAGHUVIR SINGH,M,55,ST,INC,Hand,422816,795,423611,1817940,,,
Rajasthan,Udaipur,Udaipur,LAXMAN BHIL,M,43,ST,BSP,Elephant,20682,8,20690,1817940,,,
Rajasthan,Udaipur,Udaipur,GOTAM LAL MEENA,M,38,ST,CPI(ML)(L),Flag with Three Stars,5437,5,5442,1817940,,,
Rajasthan,Udaipur,Udaipur,PRABHU LAL MEENA,M,32,ST,BMUP,Cot,4520,9,4529,1817940,,,
Rajasthan,Udaipur,Udaipur,LAXMILAL GAMETI,M,62,ST,SP(I),Battery Torch,6679,1,6680,1817940,,,
Rajasthan,Udaipur,Udaipur,DR. VELARAM MEENA,M,64,ST,AAAP,Broom,11390,59,11449,1817940,,,
Rajasthan,Udaipur,Udaipur,None of the Above,,0,,NOTA,NOTA,26662,23,26685,1817940,,,
Rajasthan,Banswara,Banswara,MANSHANKAR NINAMA ,M,58,ST,BJP,Lotus,575782,1651,577433,1698244,,,
Rajasthan,Banswara,Banswara,RESHAM MALVIYA,F,49,ST,INC,Hand,485096,421,485517,1698244,,,
Rajasthan,Banswara,Banswara,VIJAYPAL,M,70,ST,BSP,Elephant,27881,5,27886,1698244,,,
Rajasthan,Banswara,Banswara,BHANJI BHAI,M,81,ST,JD(U),Arrow,21759,1,21760,1698244,,,
Rajasthan,Banswara,Banswara,SOMA LAL KOTED,M,63,ST,BMUP,Cot,10476,65,10541,1698244,,,
Rajasthan,Banswara,Banswara,HARISH RAWAT,M,39,ST,AAAP,Broom,13629,18,13647,1698244,,,
Rajasthan,Banswara,Banswara,None of the Above,,0,,NOTA,NOTA,34389,15,34404,1698244,,,
Rajasthan,Chittorgarh,Chittorgarh,GIRIJA VYAS,F,67,GEN,INC,Hand,385733,646,386379,1819506,,,
Rajasthan,Chittorgarh,Chittorgarh,CHANDRA PRAKASH JOSHI,M,38,GEN,BJP,Lotus,701190,2046,703236,1819506,,,
Rajasthan,Chittorgarh,Chittorgarh,RADHA DEVI,F,54,GEN,CPI,Ears of Corn And Sickle,21592,1,21593,1819506,,,
Rajasthan,Chittorgarh,Chittorgarh,SANJAY KUMAR,M,37,SC,BSP,Elephant,4466,1,4467,1819506,,,
Rajasthan,Chittorgarh,Chittorgarh,DR. NARENDRA KUMAR GUPTA,M,60,GEN,AAAP,Broom,5917,22,5939,1819506,,,
Rajasthan,Chittorgarh,Chittorgarh,PRABHU LAL GUJJAR,M,34,GEN,JMBP,Coconut,1216,0,1216,1819506,,,
Rajasthan,Chittorgarh,Chittorgarh,MANGI LAL SOLANKI,M,67,GEN,BMUP,Cot,1289,2,1291,1819506,,,
Rajasthan,Chittorgarh,Chittorgarh,VIJAYA RAY,F,45,GEN,RJVP,Gas Cylinder,1238,2,1240,1819506,,,
Rajasthan,Chittorgarh,Chittorgarh,SHANTI LAL TRIVEDI,M,77,GEN,CPI(ML)(L),Flag with Three Stars,1557,7,1564,1819506,,,
Rajasthan,Chittorgarh,Chittorgarh,GULAB CHAND SAHLOT,M,63,GEN,IND,Almirah,1688,4,1692,1819506,,,
Rajasthan,Chittorgarh,Chittorgarh,BABU MEGHWAL,M,46,SC,IND,Auto- Rickshaw,3063,6,3069,1819506,,,
